Name; x; y; orientation; info; TimeEntry; TimeExit
-11010;-20.14861;44.32412;178.55540;Obstacle;0;-1
-11024;-13.49033;49.04474;183.15740;Obstacle;0;-1
-11038;12.07394;39.81371;63.47338;Obstacle;0;-1
-11052;-9.84653;31.08744;136.04420;Obstacle;0;-1
-11066;-6.44876;58.02114;183.14600;Obstacle;0;-1
-11080;-0.76775;43.87289;339.51800;Obstacle;0;-1
-11094;-18.92108;73.51492;171.76090;Obstacle;0;-1
-11108;-17.24411;70.79239;260.37740;Obstacle;0;-1
-11122;5.12448;40.70260;221.75780;Obstacle;0;-1
-11136;24.57247;49.14642;153.41550;Obstacle;0;-1
-11150;23.89392;45.27925;92.15426;Obstacle;0;-1
-11164;-5.42367;55.22626;217.27030;Obstacle;0;-1
-11178;-13.90179;50.35077;287.99580;Obstacle;0;-1
-11192;-9.24828;40.03904;155.80440;Obstacle;0;-1
-11206;3.14073;37.51802;204.82970;Obstacle;0;-1
-11220;-16.72961;35.47873;117.63340;Obstacle;0;-1
-11234;23.38242;36.22019;103.48150;Obstacle;0;-1
-11248;22.47069;35.45335;277.18850;Obstacle;0;-1
-11262;4.50380;57.72577;55.24964;Obstacle;0;-1
-11276;-12.45467;66.08717;307.60720;Obstacle;0;-1
-11290;23.26408;41.57029;89.52823;Obstacle;0;-1
-11304;17.36576;34.27161;180.53150;Obstacle;0;-1
-11318;6.44425;52.67348;2.64336;Obstacle;0;-1
-11332;18.08952;55.05856;302.66330;Obstacle;0;-1
-11346;6.05133;37.74091;227.33170;Obstacle;0;-1
-11360;17.26356;70.90022;196.44000;Obstacle;0;-1
-11374;17.28774;30.61105;200.91170;Obstacle;0;-1
-11388;-21.15393;45.66737;260.88680;Obstacle;0;-1
-11402;-18.50069;31.55847;249.86260;Obstacle;0;-1
-11416;13.62398;31.00013;107.21710;Obstacle;0;-1
-11430;8.79705;26.71515;61.16874;Obstacle;0;-1
-11444;-15.95265;37.92471;132.38770;Obstacle;0;-1
-11458;-13.99444;57.80440;299.08520;Obstacle;0;-1
-11472;-10.56062;68.35005;333.45780;Obstacle;0;-1
